,crn,date,subj,sub_num,course,location,section,description,instructor,credit
7488,@,TBA,SUR,471,SUR 471,TBA,-,GI Surgery,The Staff,V
7489,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7490,@,TBA,SUR,472,SUR 472,TBA,-,Vascular Surgery,The Staff,V
7491,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7492,@,TBA,SUR,475,SUR 475,TBA,-,Pediatric Surgery,The Staff,V
7493,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7494,@,TBA,SUR,476,SUR 476,TBA,-,Surgical Consult Service,The Staff,V
7495,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7496,@,TBA,SUR,477,SUR 477,TBA,-,Clin Oriented Anatomy,The Staff,3.0
7497,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7498,@,TBA,SUR,478,SUR 478,TBA,-,Off-Cam Surg Precep,The Staff,V
7499,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7500,@,TBA,SUR,480,SUR 480,TBA,-,Insights In Surgery,The Staff,V
7501,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7502,@,TBA,SUR,493B,SUR 493B,TBA,001,SICU SSM,"Holcroft, J",6.0
7503,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7504,@,TBA,SUR,493B,SUR 493B,TBA,001,SICU SSM,"Holcroft, J",6.0
7505,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7506,@,TBA,SUR,493B,SUR 493B,TBA,001,SICU SSM,"Holcroft, J",6.0
7507,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7508,@,TBA,SUR,493B,SUR 493B,TBA,001,SICU SSM,"Holcroft, J",6.0
7509,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7510,@,TBA,SUR,494H,SUR 494H,TBA,001,Surgery Honors Pgrm,The Staff,18.0
7511,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7512,@,TBA,SUR,498,SUR 498,TBA,-,Group Study,The Staff,V
7513,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7514,@,TBA,SUR,499,SUR 499,TBA,-,Laboratory Research,The Staff,V
7515,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7516,@,TBA,URO,199,URO 199,TBA,-,Spec Study,The Staff,V
7517,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7518,@,TBA,URO,400,URO 400,TBA,-,Office Urology,The Staff,1.0
7519,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7520,@,TBA,URO,460,URO 460,TBA,-,Clinical Clerkship,The Staff,V
7521,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7522,@,TBA,URO,461,URO 461,TBA,-,Externship in Urology,The Staff,V
7523,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7524,@,TBA,URO,499,URO 499,TBA,-,Research,The Staff,V
7525,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7526,44682,"12:10 - 1:30 PM, TR",MST,020A,MST 020A,PHYSIC 130,A01,Medieval Culture,"Syed, M",4.0
7527,44682,"3:10 - 4:00 PM, T",MST,020A,MST 020A,OLSON 227,A01,Medieval Culture,"Syed, M",4.0
7528,44683,"4:10 - 5:00 PM, T",MST,020A,MST 020A,SOCSCI 90,A02,Medieval Culture,"Syed, M",4.0
7529,44683,"12:10 - 1:30 PM, TR",MST,020A,MST 020A,PHYSIC 130,A02,Medieval Culture,"Syed, M",4.0
7530,@,TBA,MST,098,MST 098,TBA,-,Directed Gp Study,The Staff,V
7531,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7532,@,TBA,MST,099,MST 099,TBA,-,Special Study,The Staff,V
7533,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7534,@,TBA,MST,190,MST 190,TBA,-,Senior Thesis,The Staff,4.0
7535,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7536,@,TBA,MST,197T,MST 197T,TBA,-,Tutoring,The Staff,V
7537,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7538,@,TBA,MST,198,MST 198,TBA,-,Directed Gp Study,The Staff,V
7539,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7540,@,TBA,MST,199,MST 199,TBA,-,Special Study,The Staff,V
7541,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7542,33287,"3:10 - 4:30 PM, TR",MIC,010,MIC 010,WELLMN 216,001,Nat Hist Infect Disease,"Mann, E",3.0
7543,@,TBA,MIC,098,MIC 098,TBA,-,Directed Gp Study,The Staff,V
7544,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7545,@,TBA,MIC,099,MIC 099,TBA,-,Special Study Undergrads,The Staff,V
7546,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7547,33324,"10:30 - 11:50 AM, TR",MIC,102,MIC 102,TLC 1020,001,Intro Microbiology,"Bragg,Diaz",3.0
7548,45028,"3:10 - 4:30 PM, TR",MIC,102,MIC 102,GIEDT 1001,002,Intro Microbiology,"Bragg,Diaz",3.0
7549,33325,"9:00 - 11:50 AM, T",MIC,103L,MIC 103L,SCILAB 2079,A01,Intro Microbiology Lab,"Mann, E",2.0
7550,33325,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A01,Intro Microbiology Lab,"Mann, E",2.0
7551,33326,"9:00 - 11:50 AM, T",MIC,103L,MIC 103L,SCILAB 2087,A02,Intro Microbiology Lab,"Mann, E",2.0
7552,33326,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A02,Intro Microbiology Lab,"Mann, E",2.0
7553,33327,"1:10 - 4:00 PM, T",MIC,103L,MIC 103L,SCILAB 2079,A03,Intro Microbiology Lab,"Mann, E",2.0
7554,33327,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A03,Intro Microbiology Lab,"Mann, E",2.0
7555,33328,"1:10 - 4:00 PM, T",MIC,103L,MIC 103L,SCILAB 2087,A04,Intro Microbiology Lab,"Mann, E",2.0
7556,33328,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A04,Intro Microbiology Lab,"Mann, E",2.0
7557,33329,"9:00 - 11:50 AM, W",MIC,103L,MIC 103L,SCILAB 2079,A05,Intro Microbiology Lab,"Mann, E",2.0
7558,33329,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A05,Intro Microbiology Lab,"Mann, E",2.0
7559,33330,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A06,Intro Microbiology Lab,"Mann, E",2.0
7560,33330,"9:00 - 11:50 AM, W",MIC,103L,MIC 103L,SCILAB 2087,A06,Intro Microbiology Lab,"Mann, E",2.0
7561,33331,"1:10 - 4:00 PM, W",MIC,103L,MIC 103L,SCILAB 2079,A07,Intro Microbiology Lab,"Mann, E",2.0
7562,33331,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A07,Intro Microbiology Lab,"Mann, E",2.0
7563,33332,"1:10 - 4:00 PM, W",MIC,103L,MIC 103L,SCILAB 2087,A08,Intro Microbiology Lab,"Mann, E",2.0
7564,33332,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A08,Intro Microbiology Lab,"Mann, E",2.0
7565,33333,"9:00 - 11:50 AM, R",MIC,103L,MIC 103L,SCILAB 2079,A09,Intro Microbiology Lab,"Mann, E",2.0
7566,33333,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A09,Intro Microbiology Lab,"Mann, E",2.0
7567,33334,"9:00 - 11:50 AM, R",MIC,103L,MIC 103L,SCILAB 2087,A10,Intro Microbiology Lab,"Mann, E",2.0
7568,33334,"5:10 - 6:00 PM, M",MIC,103L,MIC 103L,EVERSN 176,A10,Intro Microbiology Lab,"Mann, E",2.0
7569,44914,"12:10 - 1:00 PM, M",MIC,104L,MIC 104L,HARING 2016,A01,General Microbiology Lab,"Bragg, J",3.0
7570,44914,"1:10 - 4:00 PM, WF",MIC,104L,MIC 104L,SCILAB 2090,A01,General Microbiology Lab,"Bragg, J",3.0
7571,44915,"12:10 - 1:00 PM, M",MIC,104L,MIC 104L,HARING 2016,A02,General Microbiology Lab,"Bragg, J",3.0
7572,44915,"1:10 - 4:00 PM, WF",MIC,104L,MIC 104L,SCILAB 2098,A02,General Microbiology Lab,"Bragg, J",3.0
7573,33342,"9:00 - 10:20 AM, TR",MIC,105,MIC 105,WELLMN 106,001,Microbial Diversity,"Dawson,Parales",3.0
7574,33343,"1:10 - 4:00 PM, TR",MIC,105L,MIC 105L,SCILAB 2090,A01,Microbial Diversity Lab,"Parales, R",3.0
7575,33343,"12:10 - 1:00 PM, T",MIC,105L,MIC 105L,HARING 2016,A01,Microbial Diversity Lab,"Parales, R",3.0
7576,33344,"12:10 - 1:00 PM, T",MIC,105L,MIC 105L,HARING 2016,A02,Microbial Diversity Lab,"Parales, R",3.0
7577,33344,"1:10 - 4:00 PM, TR",MIC,105L,MIC 105L,SCILAB 2098,A02,Microbial Diversity Lab,"Parales, R",3.0
7578,33345,"3:10 - 4:00 PM, MWF",MIC,162,MIC 162,GIEDT 1002,001,General Virology,"Diaz,Shah",3.0
7579,@,TBA,MIC,190C,MIC 190C,TBA,-,Undergrad Research Conf,The Staff,1.0
7580,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7581,@,TBA,MIC,192,MIC 192,TBA,-,Internship,The Staff,V
7582,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7583,@,TBA,MIC,194H,MIC 194H,TBA,-,Honors Rsch,The Staff,2.0
7584,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7585,@,TBA,MIC,197T,MIC 197T,TBA,-,Tutoring in Microbiology,The Staff,V
7586,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7587,@,TBA,MIC,198,MIC 198,TBA,-,Directed Gp Study,"Martin,The Staff",V
7588,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7589,@,TBA,MIC,199,MIC 199,TBA,-,Special Study,The Staff,V
7590,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7591,33454,"9:00 - 10:20 AM, TR",MIC,200B,MIC 200B,WELLMN 106,001,Advanced Bacteriology,"Hess, M",3.0
7592,@,TBA,MIC,290C,MIC 290C,TBA,-,Adv Res Conf,The Staff,1.0
7593,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7594,33474,"4:10 - 6:00 PM, W",MIC,291,MIC 291,WALKER 1330,001,Topics in Micro,"Dawson, S",1.0
7595,33475,"12:10 - 1:00 PM, M",MIC,292,MIC 292,LSA 1022,001,Sem Bac Phy Gen,"Jamison-McClung,Mcdonald",1.0
7596,@,TBA,MIC,298,MIC 298,TBA,-,Group Study,The Staff,V
7597,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7598,@,TBA,MIC,299,MIC 299,TBA,-,Research,The Staff,V
7599,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7600,@,TBA,MIC,396,MIC 396,TBA,-,Teaching Asst Train Prac,The Staff,V
7601,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7602,33221,TBA,MIB,201L,MIB 201L,TBA,001,Adv Micro Lab Rotation,"Gelli, A",5.0
7603,@,TBA,MIB,290C,MIB 290C,TBA,-,Adv Res Conf,The Staff,1.0
7604,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7605,@,TBA,MIB,299,MIB 299,TBA,-,Research,The Staff,V
7606,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7607,@,TBA,MSA,092,MSA 092,TBA,-,Internship,The Staff,V
7608,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7609,@,TBA,MSA,098,MSA 098,TBA,-,Directed Group Study,The Staff,V
7610,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7611,@,TBA,MSA,099,MSA 099,TBA,-,Special Study,The Staff,V
7612,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7613,33676,"1:40 - 3:00 PM, TR",MSA,100,MSA 100,WELLMN 205,001,Comparative Perspectives,"Tezcan, B",4.0
7614,33678,"3:10 - 6:00 PM, W",MSA,182B,MSA 182B,OLSON 207,001,India/SouthAsia Seminar,"Singh, K",4.0
7615,@,TBA,MSA,192,MSA 192,TBA,-,Internship,The Staff,V
7616,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7617,@,TBA,MSA,194H,MSA 194H,TBA,-,Spec Stdy Honor Std,The Staff,V
7618,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7619,@,TBA,MSA,198,MSA 198,TBA,-,Directed Group Study,The Staff,V
7620,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7621,@,TBA,MSA,199,MSA 199,TBA,-,Special Study Adv Ugrads,The Staff,V
7622,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7623,33699,"11:00 - 11:50 AM, W",MSC,012,MSC 012,H GYM 123,001,Intro To Leadership,"Yashinski, S",1.0
7624,33700,"9:00 - 9:50 AM, R",MSC,012,MSC 012,H GYM 123,002,Intro To Leadership,"Yashinski, S",1.0
7625,33701,"3:10 - 5:00 PM, W",MSC,014B,MSC 014B,H GYM 123,001,Intro to Mil Skills,"Yashinski, S",0.500
7626,33702,"9:00 - 10:50 AM, W",MSC,022B,MSC 022B,H GYM 123,001,Tactical Leadership,"Rolls, N",2.0
7627,33703,"10:00 - 11:50 AM, R",MSC,022B,MSC 022B,H GYM 123,002,Tactical Leadership,"Rolls, N",2.0
7628,33704,"3:10 - 5:00 PM, W",MSC,024B,MSC 024B,TBA,001,Indiv Leader Skills,"Rolls, N",0.500
7629,33705,"10:00 - 11:50 AM, T",MSC,132B,MSC 132B,H GYM 123,001,Applied Leadership,"Yashinski, S",2.0
7630,33706,"2:10 - 4:00 PM, T",MSC,132B,MSC 132B,H GYM 123,002,Applied Leadership,"Yashinski, S",2.0
7631,33707,"3:10 - 5:00 PM, W",MSC,134B,MSC 134B,TBA,001,Tactical Leadership,"Yashinski, S",0.500
7632,33708,"12:10 - 2:00 PM, W",MSC,142,MSC 142,H GYM 123,001,Military Law,"Aquino, A",2.0
7633,33709,"3:10 - 5:00 PM, W",MSC,144B,MSC 144B,TBA,001,Mil Training Skills,"Aquino, A",0.500
7634,31061,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A01,Intro To Human Heredity,"Engebrecht, J",4.0
7635,31061,"6:10 - 7:00 PM, R",MCB,010,MCB 010,VEIMYR 116,A01,Intro To Human Heredity,"Engebrecht, J",4.0
7636,31062,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A02,Intro To Human Heredity,"Engebrecht, J",4.0
7637,31062,"5:10 - 6:00 PM, R",MCB,010,MCB 010,TBA,A02,Intro To Human Heredity,"Engebrecht, J",4.0
7638,31063,"10:00 - 10:50 AM, F",MCB,010,MCB 010,HOAGLD 113,A03,Intro To Human Heredity,"Engebrecht, J",4.0
7639,31063,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A03,Intro To Human Heredity,"Engebrecht, J",4.0
7640,31064,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A04,Intro To Human Heredity,"Engebrecht, J",4.0
7641,31064,"11:00 - 11:50 AM, F",MCB,010,MCB 010,CHSL 60,A04,Intro To Human Heredity,"Engebrecht, J",4.0
7642,31065,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A05,Intro To Human Heredity,"Engebrecht, J",4.0
7643,31065,"12:10 - 1:00 PM, F",MCB,010,MCB 010,WELLMN 233,A05,Intro To Human Heredity,"Engebrecht, J",4.0
7644,31066,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A06,Intro To Human Heredity,"Engebrecht, J",4.0
7645,31066,"1:10 - 2:00 PM, F",MCB,010,MCB 010,WICKSN 1020,A06,Intro To Human Heredity,"Engebrecht, J",4.0
7646,31067,"4:10 - 5:00 PM, W",MCB,010,MCB 010,PHYSIC 148,A07,Intro To Human Heredity,"Engebrecht, J",4.0
7647,31067,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A07,Intro To Human Heredity,"Engebrecht, J",4.0
7648,31068,"5:10 - 6:00 PM, W",MCB,010,MCB 010,OLSON 163,A08,Intro To Human Heredity,"Engebrecht, J",4.0
7649,31068,"10:30 - 11:50 AM, TR",MCB,010,MCB 010,KLEIBR 3,A08,Intro To Human Heredity,"Engebrecht, J",4.0
7650,31069,"10:20 - 11:50 AM, TR",MCB,023,MCB 023,PHYSIC 130,001,History of Cancer,"Ellefson Crowder, M",3.0
7651,@,TBA,MCB,099,MCB 099,TBA,-,Special Study,The Staff,V
7652,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7653,@,TBA,MCB,099,MCB 099,TBA,123,Special Study,"Arsuaga, F",V
7654,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7655,31198,"12:10 - 1:00 PM, MW",MCB,120,MCB 120,WELLMN 126,001,Laboratory Assoc Lect,"Hilt, K",3.0
7656,31198,"12:10 - 1:00 PM, F",MCB,120,MCB 120,WELLMN 106,001,Laboratory Assoc Lect,"Hilt, K",3.0
7657,31199,"1:10 - 6:00 PM, MW",MCB,120L,MCB 120L,SCILAB 3015,001,Molec Biol & Biochem Lab,"Cheng, R",3.0
7658,31200,"1:10 - 6:00 PM, TR",MCB,120L,MCB 120L,SCILAB 3015,002,Molec Biol & Biochem Lab,"Hilt, K",3.0
7659,31201,"10:30 - 11:50 AM, TR",MCB,121,MCB 121,GIEDT 1001,001,Adv Molecular Biology,"Juliano, C",3.0
7660,31202,"1:40 - 3:00 PM, TR",MCB,126,MCB 126,WELLMN 234,001,Plant Biochemistry,"Callis,Letts",3.0
7661,31204,"11:00 - 11:50 AM, F",MCB,140L,MCB 140L,BAINER 1132,001,Cell Biology Laboratory,"Kaplan, K",5.0
7662,31204,"12:10 - 3:00 PM, TR",MCB,140L,MCB 140L,SCILAB 3051,001,Cell Biology Laboratory,"Kaplan, K",5.0
7663,31204,"11:00 - 11:50 AM, TR",MCB,140L,MCB 140L,H GYM 290,001,Cell Biology Laboratory,"Kaplan, K",5.0
7664,31205,"8:30 - 9:50 AM, MW",MCB,150,MCB 150,OLSON 206,001,Developmental Biology,"Draper, B",4.0
7665,31205,"9:00 - 9:50 AM, F",MCB,150,MCB 150,OLSON 206,001,Developmental Biology,"Draper, B",4.0
7666,31206,"1:10 - 2:00 PM, MW",MCB,160L,MCB 160L,HARING 2016,001,Genetics Lab,"Ori-Mckenney, K",5.0
7667,31206,"1:10 - 2:00 PM, F",MCB,160L,MCB 160L,BAINER 1130,001,Genetics Lab,"Ori-Mckenney, K",5.0
7668,31206,"2:10 - 5:00 PM, MW",MCB,160L,MCB 160L,SCILAB 3060,001,Genetics Lab,"Ori-Mckenney, K",5.0
7669,44643,"9:10 - 10:20 AM, TR",MCB,185,MCB 185,SHLDS 90B,001,Programming for Bio,"Korf, I",3.0
7670,@,TBA,MCB,190C,MCB 190C,TBA,123,Research Conference,"Arsuaga, F",1.0
7671,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7672,@,TBA,MCB,192,MCB 192,TBA,-,Internship,The Staff,V
7673,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7674,@,TBA,MCB,193,MCB 193,TBA,-,Advanced Research,The Staff,3.0
7675,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7676,@,TBA,MCB,193,MCB 193,TBA,-,Advanced Research,The Staff,3.0
7677,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7678,@,TBA,MCB,193,MCB 193,TBA,123,Advanced Research,"Arsuaga, F",3.0
7679,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7680,@,TBA,MCB,193,MCB 193,TBA,123,Advanced Research,"Arsuaga, F",3.0
7681,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7682,@,TBA,MCB,194H,MCB 194H,TBA,-,Research Honors,The Staff,3.0
7683,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7684,@,TBA,MCB,197T,MCB 197T,TBA,-,Tutoring in MCB,The Staff,V
7685,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7686,@,TBA,MCB,197T,MCB 197T,TBA,123,Tutoring in MCB,"Arsuaga, F",V
7687,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7688,@,TBA,MCB,198,MCB 198,TBA,-,Directed Group Study,The Staff,V
7689,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7690,@,TBA,MCB,199,MCB 199,TBA,-,Special Study,The Staff,V
7691,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7692,32115,"12:10 - 1:00 PM, F",MCB,259,MCB 259,OLSON 144,001,Develop Biology Lit,"Lott, S",1.0
7693,@,TBA,MCB,290C,MCB 290C,TBA,-,Research Conference,The Staff,1.0
7694,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7695,32245,"1:10 - 2:00 PM, T",MCB,291,MCB 291,WELLMN 6,001,Progress Molec/Cell Biol,"Mckenney,Ori-Mckenney",1.0
7696,@,TBA,MCB,298,MCB 298,TBA,-,Group Study,The Staff,V
7697,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7698,@,TBA,MCB,299,MCB 299,TBA,-,Research,The Staff,V
7699,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7700,@,TBA,MCB,390,MCB 390,TBA,-,Methods Of Teaching,The Staff,1.0
7701,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7702,32632,TBA,MCP,210B,MCP 210B,TBA,001,Advanced Physiology,"Bossuyt,Chen",6.0
7703,32632,"9:00 - 9:50 AM, MTWRF",MCP,210B,MCP 210B,TUPPER,001,Advanced Physiology,"Bossuyt,Chen",6.0
7704,32633,TBA,MCP,210L,MCP 210L,TBA,001,Physio Lab Rotations,"Dickson,Dickson",5.0
7705,32634,"10:00 - 12:00 PM, F",MCP,261B,MCP 261B,TUPPER 2433,001,Topics in Vision,"Burns, M",2.0
7706,@,TBA,MCP,290,MCP 290,TBA,-,Seminar,The Staff,1.0
7707,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7708,@,TBA,MCP,290C,MCP 290C,TBA,-,Research Conference,The Staff,1.0
7709,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7710,@,TBA,MCP,298,MCP 298,TBA,-,Group Study,The Staff,V
7711,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7712,@,"3:10 - 5:00 PM, W",MCP,298,MCP 298,TUPPER,002,Group Study,"Bossuyt,Morotti",V
7713,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7714,@,TBA,MCP,299,MCP 299,TBA,-,Research,The Staff,V
7715,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7716,@,TBA,MCP,300A,MCP 300A,TBA,-,Physio in Higher Ed,The Staff,3.0
7717,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7718,@,TBA,MCP,300A,MCP 300A,TBA,-,Physio in Higher Ed,The Staff,3.0
7719,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7720,@,TBA,MCP,300A,MCP 300A,TBA,-,Physio in Higher Ed,The Staff,3.0
7721,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7722,@,TBA,MCP,300B,MCP 300B,TBA,-,Physio in Higher Ed,The Staff,3.0
7723,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7724,@,TBA,MCP,300B,MCP 300B,TBA,-,Physio in Higher Ed,The Staff,3.0
7725,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7726,@,TBA,MCP,390,MCP 390,TBA,-,Teaching of Physio,The Staff,1.0
7727,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7728,@,TBA,MUS,002B,MUS 002B,TBA,001,Keyboard Competence,"Triest, A",2.0
7729,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7730,@,TBA,MUS,002B,MUS 002B,TBA,002,Keyboard Competence,"Triest, A",2.0
7731,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
7732,33744,"10:00 - 10:50 AM, MWF",MUS,003A,MUS 003A,EVERSN 266,A01,Intro Music Theory Pt 1,"Froh, C",4.0
7733,33744,"9:00 - 9:50 AM, M",MUS,003A,MUS 003A,MUSIC 115,A01,Intro Music Theory Pt 1,"Froh, C",4.0
7734,33745,"9:00 - 9:50 AM, M",MUS,003A,MUS 003A,MUSIC 115,A02,Intro Music Theory Pt 1,"Froh, C",4.0
7735,33745,"11:00 - 11:50 AM, MWF",MUS,003A,MUS 003A,EVERSN 266,A02,Intro Music Theory Pt 1,"Froh, C",4.0
7736,33746,"9:00 - 9:50 AM, M",MUS,003A,MUS 003A,MUSIC 115,A03,Intro Music Theory Pt 1,"Froh, C",4.0
7737,33746,"12:10 - 1:00 PM, MWF",MUS,003A,MUS 003A,MUSIC 203,A03,Intro Music Theory Pt 1,"Froh, C",4.0
7738,33747,"9:00 - 9:50 AM, M",MUS,003A,MUS 003A,MUSIC 115,A04,Intro Music Theory Pt 1,"Froh, C",4.0
7739,33747,"3:10 - 4:00 PM, MWF",MUS,003A,MUS 003A,MUSIC 203,A04,Intro Music Theory Pt 1,"Froh, C",4.0
7740,33748,"9:00 - 9:50 AM, M",MUS,003A,MUS 003A,MUSIC 115,A05,Intro Music Theory Pt 1,"Froh, C",4.0
7741,33748,"2:10 - 3:00 PM, MWF",MUS,003A,MUS 003A,MUSIC 203,A05,Intro Music Theory Pt 1,"Froh, C",4.0
7742,33752,"9:00 - 9:50 AM, W",MUS,003B,MUS 003B,MUSIC 115,A01,Intro Music Theory 2,"Strawbridge, A",4.0
7743,33752,"1:10 - 2:00 PM, MWF",MUS,003B,MUS 003B,MUSIC 203,A01,Intro Music Theory 2,"Strawbridge, A",4.0
7744,33753,"9:00 - 9:50 AM, W",MUS,003B,MUS 003B,MUSIC 115,A02,Intro Music Theory 2,"Strawbridge, A",4.0
7745,33753,"4:10 - 5:00 PM, MWF",MUS,003B,MUS 003B,MUSIC 203,A02,Intro Music Theory 2,"Strawbridge, A",4.0
7746,33754,"12:10 - 1:00 PM, MWF",MUS,006B,MUS 006B,MUSIC 115,001,Elementary Theory,"Nichols, S",3.0
7747,33755,"10:30 - 11:50 AM, TR",MUS,007B,MUS 007B,MUSIC 115,001,Intermediate Theory,"Rohde, K",3.0
7748,33756,"9:00 - 9:50 AM, MWF",MUS,010,MUS 010,PITZER 1010,A01,Intro Music Lit,"Hess, C",4.0
7749,33756,"2:10 - 3:00 PM, M",MUS,010,MUS 010,MUSIC 105,A01,Intro Music Lit,"Hess, C",4.0
7750,33757,"10:00 - 10:50 AM, F",MUS,010,MUS 010,MUSIC 105,A02,Intro Music Lit,"Hess, C",4.0
7751,33757,"9:00 - 9:50 AM, MWF",MUS,010,MUS 010,PITZER 1010,A02,Intro Music Lit,"Hess, C",4.0
7752,33758,"3:10 - 4:00 PM, F",MUS,010,MUS 010,MUSIC 115,A03,Intro Music Lit,"Hess, C",4.0
7753,33758,"9:00 - 9:50 AM, MWF",MUS,010,MUS 010,PITZER 1010,A03,Intro Music Lit,"Hess, C",4.0
